Name Math Java DS Average Total
张三3454 74 68 85 75 227
张三7145 74 79 82 78 235
张三1263 85 78 60 74 223
张三6137 70 75 94 79 239
张三1489 89 82 94 88 265
张三5917 74 62 95 77 231
张三2184 97 77 95 89 269
张三1063 71 64 76 70 211
张三4532 66 90 62 72 218
张三5118 90 63 81 78 234
张三1940 66 63 78 69 207
张三5531 84 90 80 84 254
张三2966 64 80 64 69 208
张三1981 96 66 71 77 233
张三7776 74 87 96 85 257
张三9043 65 76 76 72 217
张三378 72 87 68 75 227
张三6674 84 100 62 82 246
张三1369 72 76 87 78 235
张三4502 97 87 68 84 252
张三8381 65 88 70 74 223
张三8392 75 86 82 81 243
张三3998 82 99 91 90 272
张三254 96 77 64 79 237
张三3351 62 63 61 62 186
张三4604 83 71 80 78 234
张三6106 83 75 95 84 253
张三7796 98 83 99 93 280
张三93 93 62 74 76 229
张三8471 85 81 73 79 239
张三6294 94 100 93 95 287
张三141 62 80 61 67 203
张三7403 81 98 61 80 240
张三9423 69 82 86 79 237
张三4718 71 99 63 77 233
张三5868 96 80 67 81 243
张三549 76 90 60 75 226
张三1901 75 92 90 85 257
张三5907 78 90 82 83 250
张三3807 72 64 70 68 206
张三5674 92 90 100 94 282
张三7268 83 65 72 73 220
张三5994 71 99 73 81 243
张三3414 78 69 88 78 235
张三1105 81 96 74 83 251
张三3875 93 98 99 96 290
张三9353 75 79 96 83 250
张三5794 88 70 87 81 245
张三578 79 78 91 82 248
张三300 90 79 100 89 269
张三9661 99 93 64 85 256
张三394 66 96 65 75 227
张三3378 94 82 95 90 271
张三6747 80 72 61 71 213
张三370 78 87 94 86 259
张三2361 63 62 78 67 203
张三6391 70 86 86 80 242
张三9605 98 96 94 96 288
张三9594 80 96 69 81 245
张三5558 93 82 71 82 246
张三3075 92 65 99 85 256
张三4180 74 64 62 66 200
张三4399 91 79 80 83 250
张三6253 87 86 84 85 257
张三4337 95 96 89 93 280
张三586 87 75 99 87 261
张三9531 70 60 89 73 219
张三2465 71 76 62 69 209
张三6334 89 92 73 84 254
张三7801 62 72 77 70 211
张三5531 69 70 97 78 236
张三3980 98 70 95 87 263
张三177 69 75 82 75 226
张三880 66 98 89 84 253
张三1284 86 62 65 71 213
张三8022 79 96 78 84 253
张三8563 61 71 94 75 226
张三6348 84 99 80 87 263
张三5975 78 76 90 81 244
张三5595 96 85 100 93 281
张三4301 99 97 64 86 260
张三740 63 98 85 82 246
张三5454 61 99 61 73 221
张三3493 89 67 90 82 246
张三5776 96 98 87 93 281
张三7320 62 95 75 77 232
张三8026 93 79 88 86 260
张三6964 69 84 60 71 213
张三4307 98 98 100 98 296
张三5949 81 90 68 79 239
张三4642 99 98 90 95 287
张三8041 65 99 66 76 230
张三8432 98 97 78 91 273
张三1131 92 70 63 75 225
张三8521 99 80 78 85 257
张三4543 68 100 60 76 228
张三98 72 60 95 75 227
张三3213 66 90 71 75 227
张三9164 88 100 75 87 263
张三4737 80 78 83 80 241
张三7773 73 95 61 76 229
张三7757 87 99 93 93 279
张三5804 68 81 93 80 242
张三2657 76 87 99 87 262
张三1464 84 78 64 75 226
张三8065 89 78 75 80 242
张三5259 96 79 61 78 236
张三9100 69 83 84 78 236
张三4660 62 80 64 68 206
张三5885 88 82 86 85 256
张三9194 81 82 63 75 226
张三3271 96 60 96 84 252
张三8174 67 68 94 76 229
张三5263 87 100 79 88 266
张三5809 86 69 74 76 229
张三111 88 81 93 87 262
张三913 82 91 76 83 249
张三4570 94 64 70 76 228
张三936 89 81 87 85 257
张三8268 85 78 72 78 235
张三2557 97 61 100 86 258
张三1691 69 91 61 73 221
张三3547 89 90 68 82 247
张三3747 85 78 72 78 235
张三3149 75 64 99 79 238
张三7378 63 94 63 73 220
张三679 84 90 98 90 272
张三4220 65 74 93 77 232
张三4601 63 97 91 83 251
张三1763 80 74 63 72 217
张三6773 99 79 92 90 270
张三9000 99 79 80 86 258
张三9118 72 96 88 85 256
张三9042 92 70 87 83 249
张三2426 90 77 76 81 243
张三9673 72 67 65 68 204
张三9530 84 85 79 82 248
张三5317 100 90 93 94 283
张三7562 64 92 90 82 246
张三6406 97 99 63 86 259
张三6542 88 72 65 75 225
张三4607 70 75 71 72 216
张三4004 72 80 61 71 213
张三4910 85 92 64 80 241
张三7897 74 87 71 77 232
张三8020 70 88 69 75 227
张三2480 91 91 92 91 274
张三9069 63 98 77 79 238
张三4453 98 72 87 85 257
张三1087 82 78 88 82 248
张三9025 65 90 99 84 254
张三4236 82 63 68 71 213
张三8173 99 81 79 86 259
张三4267 97 81 67 81 245
张三5802 83 79 76 79 238
张三6188 65 98 61 74 224
张三7032 74 96 86 85 256
张三1608 84 81 73 79 238
张三1347 63 64 71 66 198
张三749 63 99 65 75 227
张三1832 86 97 98 93 281
张三2581 90 96 80 88 266
张三5214 94 75 93 87 262
张三9080 79 96 74 83 249
张三9943 63 87 64 71 214
张三2066 79 90 82 83 251
张三2041 89 71 66 75 226
张三3618 92 69 93 84 254
张三940 77 81 92 83 250
张三3515 71 66 80 72 217
张三33 62 64 72 66 198
张三9706 70 78 89 79 237
张三9176 84 85 81 83 250
张三270 63 77 73 71 213
张三8852 65 83 74 74 222
张三7855 92 68 78 79 238
张三8245 79 94 74 82 247
张三50 78 84 90 84 252
张三1922 65 77 87 76 229
张三1698 88 77 94 86 259
张三2380 63 63 92 72 218
张三7599 93 94 62 83 249
张三8159 100 100 86 95 286
张三6592 70 68 100 79 238
张三9758 99 74 70 81 243
张三497 80 73 100 84 253
张三8096 77 74 100 83 251
张三3885 85 83 62 76 230
张三2708 70 63 89 74 222
张三3145 93 95 85 91 273
张三9441 100 80 95 91 275
张三5857 60 75 89 74 224
张三9851 90 60 61 70 211
张三3898 69 60 74 67 203
张三7038 74 91 84 83 249
张三6313 64 83 76 74 223
张三5144 81 92 77 83 250
张三374 68 62 92 74 222
张三2241 77 88 98 87 263
张三1848 79 98 73 83 250
张三8837 91 89 87 89 267
张三7924 77 68 94 79 239
张三6714 61 100 73 78 234
张三8777 85 69 77 77 231
张三5351 65 75 71 70 211
张三6264 85 100 90 91 275
张三5627 62 86 73 73 221
张三713 90 79 95 88 264
张三3061 71 75 85 77 231
张三9277 86 88 62 78 236
张三5285 75 91 66 77 232
张三1841 68 60 82 70 210
张三1003 94 99 95 96 288
张三2966 68 95 99 87 262
张三153 68 98 83 83 249
张三818 98 82 70 83 250
张三7488 88 97 98 94 283
张三6590 60 67 67 64 194
张三4316 68 83 88 79 239
张三369 64 94 86 81 244
张三5628 86 100 74 86 260
张三1946 79 67 74 73 220
张三2326 65 100 68 77 233
张三7527 60 84 99 81 243
张三788 74 93 92 86 259
张三5829 85 72 66 74 223
张三4494 96 100 77 91 273
张三9546 74 98 89 87 261
张三4939 93 83 100 92 276
张三643 94 97 83 91 274
张三1566 85 87 97 89 269
张三476 79 61 95 78 235
张三2930 93 88 62 81 243
张三8191 92 87 66 81 245
张三3839 96 78 95 89 269
张三3403 100 70 61 77 231
张三5678 70 80 62 70 212
张三1613 62 89 81 77 232
张三9670 95 68 97 86 260
张三3350 84 85 76 81 245
张三5264 69 65 73 69 207
张三505 98 76 76 83 250
张三8415 95 65 100 86 260
张三5847 66 91 75 77 232
张三6951 61 63 93 72 217
张三4184 65 85 73 74 223
张三2773 85 66 78 76 229
张三6158 94 63 61 72 218
张三3110 100 60 64 74 224
张三8134 77 93 98 89 268
张三5547 99 71 65 78 235
张三4181 90 76 80 82 246
张三4065 65 79 92 78 236
张三8604 74 87 78 79 239
张三5816 78 90 95 87 263
张三5 78 100 94 90 272
张三848 88 88 66 80 242
张三372 93 71 64 76 228
张三9529 66 85 96 82 247
张三5134 62 98 61 73 221
张三4870 82 68 78 76 228
张三2688 86 64 94 81 244
张三9503 78 83 84 81 245
张三4373 73 96 78 82 247
张三9506 73 93 73 79 239
张三8351 71 77 90 79 238
张三9841 61 61 74 65 196
张三3382 98 69 77 81 244
张三8593 82 62 99 81 243
张三978 66 84 90 80 240
张三9765 60 74 83 72 217
张三6891 69 83 70 74 222
张三6844 84 67 75 75 226
张三5429 74 86 66 75 226
张三1858 96 83 89 89 268
张三2577 97 90 71 86 258
张三7175 72 94 70 78 236
张三6386 60 94 78 77 232
张三9728 60 61 95 72 216
张三5614 65 95 87 82 247
张三9946 90 95 67 84 252
张三106 94 85 96 91 275
张三70 92 86 98 92 276
张三8873 92 71 95 86 258
张三9114 81 98 71 83 250
张三4343 80 74 74 76 228
张三4169 66 62 82 70 210
张三3797 96 73 99 89 268
张三306 73 83 70 75 226
张三1415 63 78 62 67 203
张三3785 67 78 88 77 233
张三6944 76 60 94 76 230
张三5799 89 87 89 88 265
张三9456 75 81 76 77 232
张三6483 82 64 93 79 239
张三7172 63 80 61 68 204
张三1418 80 77 72 76 229
张三6820 74 87 92 84 253
张三5350 82 92 93 89 267
张三8519 86 86 77 83 249
张三348 71 63 86 73 220
张三4653 75 96 83 84 254
张三8146 84 93 77 84 254
张三3719 67 68 87 74 222
张三8861 75 89 71 78 235
张三2625 83 90 97 90 270
张三858 79 96 84 86 259
张三3403 88 100 82 90 270
张三8949 68 60 85 71 213
张三2835 63 92 94 83 249
张三674 64 94 67 75 225
张三5948 99 64 96 86 259
张三2886 90 65 82 79 237
张三6869 73 90 61 74 224
张三3366 94 91 86 90 271
张三3002 84 87 78 83 249
张三4691 91 76 66 77 233
张三1028 63 61 65 63 189
张三91 84 73 100 85 257
张三5668 66 91 82 79 239
张三3510 98 67 70 78 235
张三4724 97 71 83 83 251
张三8606 71 81 94 82 246
张三6349 97 64 77 79 238
张三3912 88 87 60 78 235
张三7031 64 63 93 73 220
张三3890 61 74 92 75 227
张三1265 70 83 76 76 229
张三8098 62 90 64 72 216
张三6404 60 88 76 74 224
张三3194 98 67 86 83 251
张三8629 96 91 96 94 283
张三5026 71 88 70 76 229
张三8566 95 70 67 77 232
张三492 81 96 65 80 242
张三7482 91 68 64 74 223
张三1450 74 63 69 68 206
张三7555 67 80 79 75 226
张三5352 81 86 81 82 248
张三2204 85 87 87 86 259
张三9871 66 85 66 72 217
张三4933 84 74 74 77 232
张三1217 83 90 86 86 259
张三7683 80 68 91 79 239
张三8398 97 97 77 90 271
张三2164 60 99 94 84 253
张三8110 75 92 91 86 258
张三141 84 64 79 75 227
张三7538 97 73 87 85 257
张三1154 77 77 74 76 228
张三4739 75 61 60 65 196
张三8641 71 95 78 81 244
张三8881 85 94 83 87 262
张三7955 64 66 95 75 225
张三5027 66 64 79 69 209
张三2236 78 89 90 85 257
张三715 68 93 91 84 252
张三4629 77 95 79 83 251
张三4052 76 91 100 89 267
张三7806 95 76 67 79 238
张三5544 71 99 73 81 243
张三4288 91 64 85 80 240
张三8400 77 69 89 78 235
张三3536 61 83 87 77 231
张三4524 63 62 80 68 205
张三4282 76 86 92 84 254
张三5934 73 80 98 83 251
张三3080 100 69 64 77 233
张三3819 61 96 61 72 218
张三2564 79 67 90 78 236
张三9979 88 62 67 72 217
张三5370 84 94 75 84 253
张三7857 80 100 94 91 274
张三2214 87 99 67 84 253
张三2910 62 88 72 74 222
张三5100 93 85 93 90 271
张三4516 63 88 100 83 251
张三9125 63 93 69 75 225
张三4176 88 94 94 92 276
张三8871 75 75 87 79 237
张三7213 65 92 67 74 224
张三7854 60 100 67 75 227
张三7712 69 93 82 81 244
张三2001 82 82 65 76 229
张三8911 85 82 90 85 257
张三645 91 77 95 87 263
张三3785 91 89 99 93 279
张三1000 72 94 83 83 249
张三3039 76 77 91 81 244
张三4605 69 97 82 82 248
张三243 85 64 73 74 222
张三6704 76 97 98 90 271
张三6331 95 66 99 86 260
张三2046 88 84 80 84 252
张三8188 87 76 75 79 238
张三3077 63 96 82 80 241
张三8567 93 76 84 84 253
张三9000 79 73 90 80 242
张三7045 68 69 89 75 226
张三6682 85 91 70 82 246
张三4245 88 92 68 82 248
张三6886 84 80 95 86 259
张三4070 82 66 98 82 246
张三1801 77 86 87 83 250
张三1150 77 90 76 81 243
张三2349 71 86 91 82 248
张三3251 65 83 63 70 211
张三6241 60 100 94 84 254
张三851 66 76 70 70 212
张三263 91 82 81 84 254
张三8634 67 100 72 79 239
张三2778 83 80 67 76 230
张三6103 92 77 61 76 230
张三4892 83 62 72 72 217
张三7059 65 76 87 76 228
张三1292 77 67 88 77 232
张三164 79 100 77 85 256
张三4219 71 77 66 71 214
张三5312 77 64 99 80 240
张三6545 60 60 74 64 194
张三3036 93 87 60 80 240
张三2444 96 80 63 79 239
张三6689 65 82 98 81 245
张三6631 92 89 60 80 241
张三9604 65 73 74 70 212
张三5635 77 66 96 79 239
张三1977 100 86 78 88 264
张三7096 84 70 75 76 229
张三4699 69 98 71 79 238
张三5553 67 98 74 79 239
张三9847 65 68 97 76 230
张三5708 66 69 75 70 210
张三79 77 90 95 87 262
张三6634 76 84 64 74 224
张三1658 76 87 94 85 257
张三2907 90 70 90 83 250
张三8313 61 93 75 76 229
张三1142 78 60 96 78 234
张三5687 71 62 87 73 220
张三2906 66 65 62 64 193
张三8585 61 75 68 68 204
张三7482 72 64 79 71 215
张三5753 71 72 82 75 225
张三464 98 91 91 93 280
张三9413 72 74 85 77 231
张三6670 95 92 100 95 287
张三9277 69 83 76 76 228
张三8319 86 77 93 85 256
张三3279 100 82 79 87 261
张三1985 72 77 60 69 209
张三9739 91 69 69 76 229
张三285 82 69 73 74 224
张三8180 73 80 92 81 245
张三6770 69 93 93 85 255
张三8558 92 84 76 84 252
张三5020 79 61 89 76 229
张三1079 92 76 71 79 239
张三5397 63 99 87 83 249
张三1385 70 77 67 71 214
张三5446 92 99 99 96 290
张三8288 90 61 95 82 246
张三2408 73 76 62 70 211
张三3809 90 68 80 79 238
张三8844 92 98 72 87 262
张三7746 100 91 91 94 282
张三4810 85 65 61 70 211
张三1473 78 63 89 76 230
张三2606 62 94 63 73 219
张三8231 70 78 63 70 211
张三2533 99 70 86 85 255
张三9612 100 91 88 93 279
张三658 73 98 60 77 231
张三470 83 75 87 81 245
张三2063 60 63 71 64 194
张三6998 82 95 98 91 275
张三5538 75 93 83 83 251
张三5171 72 71 74 72 217
张三8224 98 67 62 75 227
张三9308 96 73 100 89 269
张三1143 65 78 93 78 236
张三2965 68 70 94 77 232
张三9137 93 85 75 84 253
张三6891 90 73 93 85 256
张三1145 68 61 79 69 208
张三1267 68 86 87 80 241
张三9339 76 70 77 74 223
张三1967 96 66 83 81 245
张三8060 74 89 66 76 229
张三3049 67 70 98 78 235
张三6059 76 74 85 78 235
张三226 96 86 73 85 255
张三7992 78 65 65 69 208
张三2522 75 60 63 66 198
张三3671 74 60 72 68 206
张三1849 74 84 65 74 223
张三6032 78 61 63 67 202
张三2739 98 66 74 79 238
张三1300 89 66 70 75 225
张三6939 86 84 62 77 232
张三7329 89 82 77 82 248
张三111 98 65 84 82 247
张三8597 87 64 77 76 228
张三365 87 64 82 77 233
张三8819 81 79 87 82 247
张三833 89 86 75 83 250
张三4677 68 95 81 81 244
张三1032 83 89 95 89 267
张三6619 94 77 71 80 242
张三4228 80 80 86 82 246
张三5223 99 61 94 84 254
张三542 87 89 88 88 264
张三4090 64 91 86 80 241
张三8003 78 91 87 85 256
张三2751 62 68 96 75 226
张三6295 84 95 98 92 277
张三5559 86 82 79 82 247
张三417 65 88 81 78 234
张三5042 60 69 70 66 199
张三3982 68 78 86 77 232
张三703 94 72 74 80 240
张三4375 61 86 96 81 243
张三6732 83 96 77 85 256
张三4512 97 91 62 83 250
张三4608 99 83 87 89 269
张三8415 93 70 71 78 234
张三9078 76 75 84 78 235
张三331 99 74 100 91 273
张三8477 92 85 94 90 271
张三9629 85 71 89 81 245
张三2873 100 67 85 84 252
张三6180 93 66 62 73 221
张三6014 97 83 88 89 268
张三3485 95 88 91 91 274
张三9541 68 98 96 87 262
张三9239 86 75 79 80 240
张三466 91 100 73 88 264
张三5574 74 89 61 74 224
张三5377 72 80 72 74 224
张三3714 100 97 83 93 280
张三7335 75 89 62 75 226
张三258 90 91 98 93 279
张三3973 68 100 72 80 240
张三4818 72 95 96 87 263
张三7742 98 69 94 87 261
张三1246 73 81 69 74 223
张三1791 84 72 95 83 251
张三7171 99 79 62 80 240
张三7470 94 71 92 85 257
张三9072 67 98 77 80 242
张三1905 65 70 84 73 219
张三2615 98 63 67 76 228
张三6660 92 97 65 84 254
张三491 88 72 63 74 223
张三912 76 75 91 80 242
张三2450 97 86 62 81 245
张三5177 72 98 74 81 244
张三4800 75 69 72 72 216
张三4001 69 76 83 76 228
张三9068 73 63 94 76 230
张三8640 69 87 91 82 247
张三2052 64 91 84 79 239
张三3185 79 69 67 71 215
张三2015 84 78 87 83 249
张三108 87 67 63 72 217
张三8204 85 71 69 75 225
张三3708 69 87 62 72 218
张三3465 70 89 82 80 241
张三2442 100 92 86 92 278
张三2161 77 88 64 76 229
张三3602 87 88 62 79 237
张三8103 83 77 73 77 233
张三6325 67 63 84 71 214
张三9757 62 78 90 76 230
张三1415 69 81 97 82 247
张三2421 90 63 100 84 253
张三8942 70 66 84 73 220
张三9623 85 81 99 88 265
张三7104 69 100 72 80 241
张三8439 90 65 93 82 248
张三8331 66 76 85 75 227
张三5992 91 81 91 87 263
张三1091 66 97 76 79 239
张三6826 89 60 61 70 210
张三8400 82 75 69 75 226
张三3404 97 94 97 96 288
张三6482 67 91 67 75 225
张三4446 60 87 76 74 223
张三9594 64 84 60 69 208
张三8334 100 78 80 86 258
张三9448 73 75 93 80 241
张三1314 95 100 63 86 258
张三245 96 60 70 75 226
张三2724 69 73 72 71 214
张三2776 61 88 65 71 214
张三1963 76 95 81 84 252
张三3571 99 82 62 81 243
张三4441 89 70 76 78 235
张三7580 69 91 69 76 229
张三6229 90 66 89 81 245
张三5348 68 75 88 77 231
张三9639 95 60 64 73 219
张三8176 92 98 90 93 280
张三4452 64 72 76 70 212
张三7238 80 67 61 69 208
张三2039 83 77 82 80 242
张三5122 86 98 88 90 272
张三2083 65 90 83 79 238
张三791 98 70 87 85 255
张三4130 78 81 77 78 236
张三1422 64 72 95 77 231
张三8715 65 99 63 75 227
张三7107 72 78 96 82 246
张三5265 88 78 70 78 236
张三6896 99 94 83 92 276
张三6520 87 82 77 82 246
张三7153 97 64 72 77 233
张三1693 61 91 66 72 218
张三5706 90 71 67 76 228
张三3104 99 90 88 92 277
张三7761 82 88 75 81 245
张三3495 67 78 91 78 236
张三2061 91 95 60 82 246
张三3779 87 96 86 89 269
张三8275 84 78 91 84 253
张三3428 83 99 98 93 280
张三9070 73 79 96 82 248
张三8239 81 83 99 87 263
张三2872 79 98 72 83 249
张三2695 82 75 77 78 234
张三5768 86 73 60 73 219
张三6660 70 83 89 80 242
张三3541 72 76 95 81 243
张三8622 85 83 74 80 242
张三7307 66 75 87 76 228
张三212 80 81 97 86 258
张三8731 91 95 61 82 247
张三9248 81 67 96 81 244
张三3304 72 74 70 72 216
张三982 92 74 70 78 236
张三2655 61 82 80 74 223
张三9839 66 96 74 78 236
张三9363 86 70 97 84 253
张三6312 90 75 98 87 263
张三269 73 85 72 76 230
张三6298 68 75 93 78 236
张三6748 93 93 87 91 273
张三2550 72 75 98 81 245
张三2910 68 68 90 75 226
张三510 96 85 99 93 280
张三5236 82 69 68 73 219
张三3224 61 68 99 76 228
张三9591 78 65 71 71 214
张三2585 69 93 82 81 244
张三4117 74 92 98 88 264
张三6615 82 68 63 71 213
张三8971 97 84 97 92 278
张三5021 81 89 65 78 235
张三6376 91 97 100 96 288
张三7754 62 78 62 67 202
张三6987 95 86 90 90 271
张三3784 74 86 71 77 231
张三1020 94 61 72 75 227
张三9836 100 88 67 85 255
张三5143 69 84 98 83 251
张三1296 85 86 63 78 234
张三8588 73 96 85 84 254
张三34 89 62 62 71 213
张三4472 76 74 90 80 240
张三6344 73 87 72 77 232
张三4806 66 89 89 81 244
张三4747 70 80 89 79 239
张三153 96 82 64 80 242
张三5892 74 89 86 83 249
张三7427 81 91 80 84 252
张三9242 77 100 88 88 265
张三1802 87 81 71 79 239
张三3822 95 96 85 92 276
张三1214 77 86 68 77 231
张三6720 85 82 77 81 244
张三4421 68 75 99 80 242
张三1577 91 90 96 92 277
张三6106 78 71 85 78 234
张三1803 64 96 90 83 250
张三5006 68 85 77 76 230
张三5726 97 67 89 84 253
张三3528 81 77 75 77 233
张三3421 60 100 81 80 241
张三9836 67 60 75 67 202
张三7432 67 97 69 77 233
张三5889 83 93 68 81 244
张三2118 98 64 83 81 245
张三7405 83 97 81 87 261
张三8850 73 74 87 78 234
张三4220 63 63 74 66 200
张三6780 60 64 80 68 204
张三2033 95 97 62 84 254
张三1424 95 100 79 91 274
张三8996 94 61 92 82 247
张三5764 89 95 97 93 281
张三3139 60 63 92 71 215
张三1110 81 78 75 78 234
张三9107 76 95 93 88 264
张三7452 70 97 92 86 259
张三5169 62 63 65 63 190
张三5505 97 90 71 86 258
张三4001 91 90 73 84 254
张三5211 75 87 93 85 255
张三3198 63 73 100 78 236
张三7889 86 73 68 75 227
张三3996 94 70 75 79 239
张三1776 63 78 65 68 206
张三9194 67 100 64 77 231
张三3192 82 78 98 86 258
张三3736 99 67 88 84 254
张三8037 84 66 98 82 248
张三3940 93 84 85 87 262
张三864 90 70 93 84 253
张三3840 76 73 67 72 216
张三1246 71 94 88 84 253
张三9632 76 63 60 66 199
张三9663 76 99 68 81 243
张三5687 92 78 79 83 249
张三7639 94 98 100 97 292
张三8122 98 61 64 74 223
张三9356 79 64 64 69 207
张三4384 82 73 87 80 242
张三4466 74 72 99 81 245
张三9851 62 77 90 76 229
张三4336 70 91 81 80 242
张三4894 74 62 93 76 229
张三6444 87 96 83 88 266
张三8420 70 89 72 77 231
张三4156 91 85 88 88 264
张三6319 73 74 92 79 239
张三1615 90 76 75 80 241
张三5843 70 76 94 80 240
张三5965 99 74 79 84 252
张三9358 86 61 91 79 238
张三1626 65 81 63 69 209
张三3458 87 90 73 83 250
张三3873 96 91 73 86 260
张三1925 85 83 71 79 239
张三1415 81 94 84 86 259
张三3498 93 60 72 75 225
张三221 83 60 78 73 221
张三7933 64 99 87 83 250
张三3317 81 92 61 78 234
张三6335 97 72 85 84 254
张三3767 93 90 91 91 274
张三4234 90 76 70 78 236
张三585 69 63 96 76 228
张三8379 73 67 90 76 230
张三9787 94 81 87 87 262
张三733 68 79 96 81 243
张三5318 75 60 81 72 216
张三5646 63 74 64 67 201
张三7087 90 94 96 93 280
张三8667 74 65 63 67 202
张三5812 100 82 87 89 269
张三7994 87 71 96 84 254
张三6937 94 80 67 80 241
张三2030 80 100 92 90 272
张三8316 89 62 61 70 212
张三9011 100 72 97 89 269
张三8908 94 91 97 94 282
张三7192 77 87 78 80 242
张三8209 93 98 76 89 267
张三6578 81 66 64 70 211
张三8633 95 87 81 87 263
张三5651 90 79 99 89 268
张三5590 81 95 74 83 250
张三9095 96 97 99 97 292
张三2472 74 67 60 67 201
张三4974 87 89 90 88 266
张三278 72 94 91 85 257
张三2364 73 66 78 72 217
张三4106 88 83 69 80 240
张三2885 76 92 89 85 257
张三1233 78 63 95 78 236
张三2142 89 87 65 80 241
张三8026 95 79 65 79 239
张三9526 100 96 83 93 279
张三5380 79 81 60 73 220
张三7360 78 79 87 81 244
张三4950 96 76 96 89 268
张三2878 76 64 90 76 230
张三859 96 65 63 74 224
张三8995 63 68 78 69 209
张三4152 97 90 61 82 248
张三2352 79 79 90 82 248
张三9685 94 61 83 79 238
张三9622 81 94 90 88 265
张三7703 83 70 72 75 225
张三5536 99 78 66 81 243
张三4816 63 72 73 69 208
张三8619 60 61 90 70 211
张三1618 88 65 86 79 239
张三3108 74 63 67 68 204
张三6647 91 82 98 90 271
张三8034 62 75 78 71 215
张三8940 72 78 96 82 246
张三6924 96 92 85 91 273
张三3901 88 71 93 84 252
张三4130 84 84 71 79 239
张三9706 65 72 83 73 220
张三6247 74 91 77 80 242
张三3958 67 99 94 86 260
张三9579 78 86 75 79 239
张三2858 70 68 76 71 214
张三7167 100 64 96 86 260
张三7572 82 95 94 90 271
张三1324 100 79 97 92 276
张三5050 71 70 97 79 238
张三165 71 74 66 70 211
张三3020 72 88 81 80 241
张三9116 60 63 98 73 221
张三1370 87 81 93 87 261
张三852 92 97 82 90 271
张三4660 84 96 71 83 251
张三9694 92 96 71 86 259
张三2982 88 72 76 78 236
张三8865 96 98 62 85 256
张三898 92 93 78 87 263
张三1654 76 85 97 86 258
张三6682 78 76 86 80 240
张三9928 81 95 96 90 272
张三6583 63 81 76 73 220
张三5960 76 77 76 76 229
张三1360 75 76 84 78 235
张三6088 97 88 96 93 281
张三4792 66 76 66 69 208
张三7133 73 80 100 84 253
张三6390 66 64 69 66 199
张三9100 71 88 68 75 227
张三3058 66 83 93 80 242
张三96 98 60 78 78 236
张三6914 91 85 84 86 260
张三1981 76 60 93 76 229
张三8991 75 60 76 70 211
张三7691 72 77 91 80 240
张三1064 66 98 81 81 245
张三3738 78 80 69 75 227
张三317 82 74 89 81 245
张三3852 68 70 89 75 227
张三4077 62 99 88 83 249
张三2240 73 88 64 75 225
张三4342 87 86 79 84 252
张三7446 96 60 96 84 252
张三4338 64 63 60 62 187
张三275 81 100 97 92 278
张三1815 80 83 78 80 241
张三1780 96 93 100 96 289
张三6329 86 73 82 80 241
张三9759 76 85 94 85 255
张三214 86 92 97 91 275
张三4768 64 67 76 69 207
张三5496 78 92 93 87 263
张三9108 98 71 72 80 241
张三1446 64 84 66 71 214
张三4763 67 70 60 65 197
张三29 65 96 78 79 239
张三8782 63 77 62 67 202
张三8956 88 90 71 83 249
张三7055 100 72 77 83 249
张三4560 83 90 72 81 245
张三9990 73 97 93 87 263
张三9255 89 91 96 92 276
张三6034 79 97 73 83 249
张三761 66 80 98 81 244
张三1553 61 88 68 72 217
张三2860 83 67 75 75 225
张三8010 81 63 66 70 210
张三9880 92 87 85 88 264
张三9943 100 92 88 93 280
张三9651 88 73 92 84 253
张三9707 75 70 69 71 214
张三2162 93 81 81 85 255
张三7470 85 65 81 77 231
张三3631 72 63 82 72 217
张三7414 92 64 97 84 253
张三8217 95 75 87 85 257
张三3650 83 93 89 88 265
张三2119 78 69 85 77 232
张三1800 61 74 66 67 201
张三7268 69 97 95 87 261
张三4728 91 69 63 74 223
张三4340 67 88 77 77 232
张三3402 75 73 82 76 230
张三7339 86 89 75 83 250
张三6362 60 82 69 70 211
张三4437 84 75 79 79 238
张三3762 84 82 65 77 231
张三2344 69 76 98 81 243
张三4478 60 62 91 71 213
张三3895 70 99 85 84 254
张三7241 99 60 66 75 225
张三1099 60 66 61 62 187
张三9289 92 60 71 74 223
张三8383 79 66 95 80 240
张三8494 61 81 81 74 223
张三3234 81 60 90 77 231
张三7470 93 67 86 82 246
张三4000 95 63 100 86 258
张三602 70 94 100 88 264
张三7034 60 72 60 64 192
张三7508 72 100 64 78 236
张三7950 96 61 93 83 250
张三8881 63 82 68 71 213
张三4185 96 98 62 85 256
张三3207 70 68 85 74 223
张三8617 82 73 100 85 255
张三5337 65 68 82 71 215
张三6441 74 96 89 86 259
张三363 87 77 98 87 262
张三61 65 84 84 77 233
张三8810 84 96 89 89 269
张三9195 92 79 80 83 251
张三1597 88 64 66 72 218
张三5932 63 66 71 66 200
张三5754 99 100 63 87 262
张三6975 60 94 91 81 245
张三4361 85 64 94 81 243
张三7783 63 92 69 74 224
张三6704 98 86 95 93 279
张三5845 68 72 92 77 232
张三7099 100 66 82 82 248
张三2815 98 83 83 88 264
张三3392 76 70 64 70 210
张三7729 64 92 79 78 235
张三8577 87 83 62 77 232
张三6030 97 70 87 84 254
张三1538 96 88 78 87 262
张三1640 83 64 77 74 224
张三5376 90 100 61 83 251
张三1787 93 84 94 90 271
张三4297 63 80 80 74 223
张三6830 70 83 78 77 231
张三2549 87 73 73 77 233
